id_ocorrencia,data_ocorrencia,bairro,tipo_crime,descricao_modus_operandi,arma_utilizada,quantidade_vitimas,quantidade_suspeitos,sexo_suspeito,idade_suspeito,orgao_responsavel,status_investigacao,latitude,longitude
OCR102813,2022-12-01 19:48:16.965029,Afogados,Roubo,Uso de Arma de Fogo,Nenhum,2,3,Masculino,22,Delegacia Santo Amaro,Arquivado,-8.147744900552821,-34.860209924547455
OCR102814,2024-05-21 19:48:16.965031,Boa Viagem,Violência Doméstica,Emboscada,Faca,0,1,Masculino,59,Delegacia Santo Amaro,Em Investigação,-8.063193311147351,-34.85765862739423
OCR102815,2024-12-24 19:48:16.965034,Imbiribeira,Latrocínio,Estupro Coletivo,Explosivos,2,4,Masculino,51,Delegacia Santo Amaro,Arquivado,-8.101418190269177,-34.893874800579546
OCR102816,2024-02-09 19:48:16.965037,Boa Viagem,Violência Doméstica,Arrombamento,Arma de Fogo,3,3,Feminino,59,Delegacia Boa Viagem,Concluído,-8.124561658970475,-34.89510748388238
OCR102817,2025-01-19 19:48:16.965041,Torre,Tráfico de Drogas,Uso de Arma de Fogo,Nenhum,2,0,Feminino,48,Delegacia Pina,Arquivado,-8.130973652095385,-34.891987326597246
OCR102818,2025-03-13 19:48:16.965044,Tamarineira,Ameaça,Arrombamento,Faca,3,3,Feminino,44,Delegacia Santo Amaro,Em Investigação,-8.103797578958796,-34.854832579835104
OCR102819,2024-01-13 19:48:16.965048,Pina,Tráfico de Drogas,Estupro Coletivo,Arma de Fogo,3,3,Masculino,44,Delegacia Pina,Em Investigação,-8.129777639333968,-34.854364350830274
OCR102820,2022-09-10 19:48:16.965051,Imbiribeira,Latrocínio,Emboscada,Arma de Fogo,0,3,Não Informado,16,Delegacia Pina,Concluído,-8.131923255606338,-34.89983477141404
OCR102821,2024-01-29 19:48:16.965054,Imbiribeira,Ameaça,Invasão Residencial,Faca,1,2,Feminino,38,Delegacia Pina,Arquivado,-8.070549729457811,-34.9090003077547
OCR102822,2024-11-14 19:48:16.965055,Graças,Violência Doméstica,Crime Cibernético,Arma de Fogo,2,2,Não Informado,59,Delegacia Boa Viagem,Arquivado,-8.06357853690004,-34.91803574589525
OCR102823,2025-02-27 19:48:16.965057,Tamarineira,Estelionato,Estelionato Bancário,Nenhum,0,4,Feminino,27,Delegacia Boa Viagem,Concluído,-8.125943683751093,-34.90532759772277
OCR102824,2023-08-25 19:48:16.965059,Graças,Furto,Assalto a Mão Armada,Arma de Fogo,3,2,Feminino,69,Delegacia Santo Amaro,Concluído,-8.116305361643168,-34.90317864098768
OCR102825,2024-05-27 19:48:16.965061,Espinheiro,Tráfico de Drogas,Emboscada,Arma de Fogo,1,3,Masculino,60,Delegacia Torre,Em Investigação,-8.051122981270275,-34.91483666695344
OCR102826,2022-10-15 19:48:16.965063,Casa Forte,Furto,Emboscada,Objeto Contundente,1,3,Não Informado,33,Delegacia Torre,Concluído,-8.055101518080344,-34.88658703588249
OCR102827,2023-03-08 19:48:16.965066,Santo Amaro,Violência Doméstica,Emboscada,Explosivos,4,0,Feminino,68,Delegacia Boa Viagem,Arquivado,-8.063305549882514,-34.89989447457795
OCR102828,2024-09-24 19:48:16.965069,Tamarineira,Estupro,Fraude Online,Arma de Fogo,1,2,Não Informado,61,Delegacia Boa Viagem,Concluído,-8.123275072990236,-34.8541336357452
OCR102829,2023-03-08 19:48:16.965072,Pina,Ameaça,Assalto a Mão Armada,Objeto Contundente,3,4,Feminino,59,Delegacia Afogados,Arquivado,-8.137471091661386,-34.859519028428984
OCR102830,2024-11-29 19:48:16.965076,Casa Forte,Tráfico de Drogas,Emboscada,Objeto Contundente,2,4,Não Informado,55,Delegacia Casa Forte,Concluído,-8.131123399015621,-34.852899152036706
OCR102831,2024-03-11 19:48:16.965080,Tamarineira,Roubo,Invasão Residencial,Arma de Fogo,2,0,Não Informado,17,Delegacia Afogados,Em Investigação,-8.072835415271193,-34.892785534324595
OCR102832,2024-04-17 19:48:16.965082,Torre,Furto,Invasão Residencial,Objeto Contundente,0,1,Masculino,18,Delegacia Boa Viagem,Em Investigação,-8.050121516461376,-34.94496591269134
OCR102833,2022-10-25 19:48:16.965084,Torre,Roubo,Estupro Coletivo,Faca,2,3,Feminino,52,Delegacia Casa Forte,Concluído,-8.057743626075585,-34.9062920204766
OCR102834,2022-11-24 19:48:16.965086,Afogados,Furto,Estelionato Bancário,Nenhum,3,0,Feminino,30,Delegacia Casa Forte,Arquivado,-8.12196014854374,-34.9252608252847
OCR102835,2023-09-19 19:48:16.965088,Casa Forte,Tráfico de Drogas,Arrombamento,Arma de Fogo,4,1,Feminino,64,Delegacia Pina,Em Investigação,-8.061051961133687,-34.91031919582053
OCR102836,2023-07-25 19:48:16.965090,Torre,Homicídio,Estelionato Bancário,Explosivos,0,4,Masculino,51,Delegacia Boa Viagem,Arquivado,-8.100435393350017,-34.89294048909672
OCR102837,2023-08-18 19:48:16.965091,Boa Viagem,Estelionato,Golpe Telefônico,Explosivos,4,2,Masculino,46,Delegacia Pina,Em Investigação,-8.078571747518405,-34.923234864551375
OCR102838,2023-11-03 19:48:16.965093,Afogados,Latrocínio,Estupro Coletivo,Arma de Fogo,4,0,Masculino,45,Delegacia Santo Amaro,Arquivado,-8.132379954906225,-34.891502172325175
OCR102839,2023-11-12 19:48:16.965095,Casa Forte,Roubo,Arrombamento,Arma de Fogo,2,4,Masculino,14,Delegacia Santo Amaro,Arquivado,-8.14541596214328,-34.87744555700522
OCR102840,2023-11-02 19:48:16.965097,Pina,Roubo,Invasão Residencial,Faca,3,3,Feminino,37,Delegacia Boa Viagem,Arquivado,-8.142531892018058,-34.879308637089046
OCR102841,2023-11-16 19:48:16.965099,Graças,Furto,Crime Cibernético,Objeto Contundente,0,2,Feminino,52,Delegacia Torre,Arquivado,-8.08018729336794,-34.88003405282623
OCR102842,2024-09-22 19:48:16.965101,Casa Forte,Roubo,Crime Cibernético,Faca,1,2,Não Informado,23,Delegacia Afogados,Concluído,-8.116508249859978,-34.949119178623306
OCR102843,2023-07-27 19:48:16.965103,Torre,Homicídio,Crime Cibernético,Explosivos,0,2,Feminino,46,Delegacia Pina,Arquivado,-8.094363992791106,-34.858788054116495
OCR102844,2024-06-19 19:48:16.965104,Tamarineira,Furto,Crime Cibernético,Nenhum,0,2,Masculino,58,Delegacia Torre,Arquivado,-8.130595142863436,-34.853755232011096
OCR102845,2023-03-11 19:48:16.965106,Imbiribeira,Estupro,Estelionato Bancário,Nenhum,3,1,Feminino,49,Delegacia Santo Amaro,Concluído,-8.081674875107316,-34.899269280188896
OCR102846,2023-10-31 19:48:16.965108,Tamarineira,Furto,Fraude Online,Explosivos,4,4,Masculino,64,Delegacia Pina,Arquivado,-8.050035446631176,-34.86242770465997
OCR102847,2024-03-18 19:48:16.965110,Tamarineira,Sequestro,Arrombamento,Arma de Fogo,3,2,Feminino,59,Delegacia Afogados,Em Investigação,-8.069066943996855,-34.89748910292344
OCR102848,2024-12-30 19:48:16.965111,Imbiribeira,Sequestro,Estelionato Bancário,Objeto Contundente,2,0,Masculino,63,Delegacia Santo Amaro,Arquivado,-8.142070437725224,-34.92443151725049
OCR102849,2025-05-29 19:48:16.965113,Imbiribeira,Sequestro,Golpe Telefônico,Faca,0,3,Masculino,27,Delegacia Pina,Arquivado,-8.12740920499222,-34.91467938876327
OCR102850,2024-07-18 19:48:16.965115,Afogados,Estupro,Arrombamento,Explosivos,1,0,Feminino,36,Delegacia Afogados,Concluído,-8.119239191135181,-34.92947168855292
OCR102851,2025-03-08 19:48:16.965117,Tamarineira,Estelionato,Golpe Telefônico,Nenhum,1,0,Masculino,19,Delegacia Casa Forte,Concluído,-8.1459215114333,-34.88871585101333
OCR102852,2024-04-02 19:48:16.965119,Torre,Furto,Estupro Coletivo,Explosivos,0,4,Feminino,65,Delegacia Pina,Arquivado,-8.055139074452706,-34.91878893822244
OCR102853,2025-06-30 19:48:16.965121,Espinheiro,Homicídio,Estelionato Bancário,Nenhum,2,2,Masculino,64,Delegacia Boa Viagem,Em Investigação,-8.101384824565141,-34.86239608763511
OCR102854,2024-12-29 19:48:16.965122,Imbiribeira,Ameaça,Fraude Online,Faca,1,4,Não Informado,31,Delegacia Afogados,Arquivado,-8.090560366723741,-34.926393122331746
OCR102855,2024-04-29 19:48:16.965124,Espinheiro,Homicídio,Emboscada,Objeto Contundente,1,2,Não Informado,44,Delegacia Torre,Concluído,-8.123147224036334,-34.92362706210354
OCR102856,2024-12-10 19:48:16.965126,Graças,Estupro,Estupro Coletivo,Nenhum,2,1,Não Informado,21,Delegacia Afogados,Concluído,-8.147555262558399,-34.8798163319009
OCR102857,2023-06-13 19:48:16.965128,Imbiribeira,Estelionato,Assalto a Mão Armada,Explosivos,4,0,Não Informado,58,Delegacia Boa Viagem,Arquivado,-8.053420412770643,-34.90486002738947
OCR102858,2024-01-06 19:48:16.965130,Torre,Latrocínio,Emboscada,Arma de Fogo,2,3,Não Informado,23,Delegacia Casa Forte,Concluído,-8.087675248214895,-34.944250924172316
OCR102859,2024-04-23 19:48:16.965132,Imbiribeira,Latrocínio,Assalto a Mão Armada,Objeto Contundente,0,0,Não Informado,54,Delegacia Casa Forte,Em Investigação,-8.125709292056492,-34.9366657897382
OCR102860,2025-02-25 19:48:16.965133,Casa Forte,Furto,Invasão Residencial,Objeto Contundente,1,3,Não Informado,17,Delegacia Santo Amaro,Em Investigação,-8.133091935808645,-34.929622821108495
OCR102861,2023-02-07 19:48:16.965135,Imbiribeira,Latrocínio,Crime Cibernético,Objeto Contundente,4,0,Não Informado,16,Delegacia Pina,Em Investigação,-8.076677720667899,-34.88909737350717
OCR102862,2023-07-24 19:48:16.965137,Pina,Roubo,Invasão Residencial,Nenhum,4,0,Não Informado,19,Delegacia Boa Viagem,Concluído,-8.111074282654885,-34.905321576926454
OCR102863,2023-12-13 19:48:16.965139,Casa Forte,Violência Doméstica,Assalto a Mão Armada,Faca,1,2,Masculino,46,Delegacia Santo Amaro,Concluído,-8.099699330784206,-34.94760909894041
OCR102864,2023-07-05 19:48:16.965141,Espinheiro,Ameaça,Estelionato Bancário,Explosivos,3,2,Masculino,61,Delegacia Casa Forte,Arquivado,-8.135373348666477,-34.91830533669912
OCR102865,2023-02-21 19:48:16.965142,Espinheiro,Latrocínio,Estelionato Bancário,Faca,0,1,Masculino,66,Delegacia Pina,Arquivado,-8.052775782570961,-34.927472841305594
OCR102866,2023-08-27 19:48:16.965144,Graças,Estupro,Fraude Online,Arma de Fogo,2,1,Não Informado,27,Delegacia Pina,Concluído,-8.080650898854977,-34.91218834877014
OCR102867,2023-08-30 19:48:16.965146,Boa Viagem,Sequestro,Assalto a Mão Armada,Explosivos,0,3,Não Informado,33,Delegacia Santo Amaro,Arquivado,-8.131164131150028,-34.93917044058479
OCR102868,2024-12-20 19:48:16.965148,Santo Amaro,Furto,Fraude Online,Arma de Fogo,4,3,Feminino,69,Delegacia Afogados,Concluído,-8.117732065128923,-34.947383886052954
OCR102869,2025-06-24 19:48:16.965149,Graças,Furto,Estelionato Bancário,Arma de Fogo,3,1,Não Informado,44,Delegacia Casa Forte,Em Investigação,-8.08513017821579,-34.89882456675021
OCR102870,2023-08-23 19:48:16.965151,Espinheiro,Furto,Emboscada,Explosivos,2,1,Masculino,60,Delegacia Afogados,Em Investigação,-8.12119468254598,-34.920675704743886
OCR102871,2022-11-02 19:48:16.965153,Graças,Latrocínio,Arrombamento,Nenhum,0,4,Não Informado,27,Delegacia Afogados,Arquivado,-8.108622799192778,-34.94159024878941
OCR102872,2025-08-19 19:48:16.965155,Tamarineira,Homicídio,Assalto a Mão Armada,Nenhum,1,3,Não Informado,48,Delegacia Pina,Em Investigação,-8.12822038985184,-34.92000491838365
OCR102873,2024-04-14 19:48:16.965157,Casa Forte,Estupro,Fraude Online,Nenhum,4,4,Não Informado,58,Delegacia Boa Viagem,Concluído,-8.109315188014087,-34.94225664067278
OCR102874,2025-02-27 19:48:16.965160,Afogados,Sequestro,Crime Cibernético,Faca,2,1,Feminino,36,Delegacia Afogados,Em Investigação,-8.078464349012984,-34.904493195028714
OCR102875,2023-10-31 19:48:16.965163,Imbiribeira,Latrocínio,Emboscada,Objeto Contundente,1,3,Feminino,51,Delegacia Boa Viagem,Arquivado,-8.081930593248895,-34.9365002699147
OCR102876,2025-06-04 19:48:16.965166,Casa Forte,Furto,Fraude Online,Arma de Fogo,3,0,Masculino,56,Delegacia Torre,Em Investigação,-8.14131536036283,-34.927598303403045
OCR102877,2024-02-04 19:48:16.965169,Tamarineira,Homicídio,Invasão Residencial,Arma de Fogo,1,4,Não Informado,56,Delegacia Torre,Concluído,-8.087263819843097,-34.87683804656356
OCR102878,2025-05-28 19:48:16.965173,Santo Amaro,Estupro,Assalto a Mão Armada,Nenhum,2,3,Feminino,58,Delegacia Pina,Em Investigação,-8.050366419623792,-34.91888504621609
OCR102879,2023-05-06 19:48:16.965176,Imbiribeira,Furto,Estelionato Bancário,Nenhum,0,3,Não Informado,34,Delegacia Torre,Em Investigação,-8.073121554971621,-34.871198524038086
OCR102880,2023-09-22 19:48:16.965180,Santo Amaro,Furto,Emboscada,Faca,2,2,Masculino,24,Delegacia Torre,Em Investigação,-8.09370795232864,-34.89579715721714
OCR102881,2024-06-20 19:48:16.965182,Imbiribeira,Ameaça,Golpe Telefônico,Faca,2,4,Não Informado,64,Delegacia Afogados,Concluído,-8.050783306685073,-34.904950284725274
OCR102882,2025-07-02 19:48:16.965183,Pina,Violência Doméstica,Invasão Residencial,Faca,1,1,Não Informado,37,Delegacia Boa Viagem,Em Investigação,-8.11855374125522,-34.91320061357603
OCR102883,2024-04-21 19:48:16.965185,Graças,Latrocínio,Invasão Residencial,Faca,4,1,Masculino,61,Delegacia Torre,Em Investigação,-8.128155006308305,-34.87722566311315
OCR102884,2024-09-28 19:48:16.965187,Santo Amaro,Furto,Assalto a Mão Armada,Arma de Fogo,2,2,Masculino,27,Delegacia Boa Viagem,Em Investigação,-8.11051336552561,-34.92826058021511
OCR102885,2022-11-25 19:48:16.965209,Imbiribeira,Violência Doméstica,Estelionato Bancário,Nenhum,4,1,Masculino,61,Delegacia Santo Amaro,Em Investigação,-8.087991783356886,-34.92952782749574
OCR102886,2024-03-18 19:48:16.965211,Boa Viagem,Estupro,Crime Cibernético,Arma de Fogo,1,3,Masculino,60,Delegacia Casa Forte,Concluído,-8.08754655797952,-34.89541755606838
OCR102887,2024-11-12 19:48:16.965213,Graças,Estelionato,Invasão Residencial,Faca,4,1,Não Informado,65,Delegacia Afogados,Arquivado,-8.089200562541935,-34.853613183975774
OCR102888,2025-01-22 19:48:16.965214,Tamarineira,Estupro,Estupro Coletivo,Explosivos,2,2,Não Informado,23,Delegacia Santo Amaro,Arquivado,-8.117870450945187,-34.94502640213258
OCR102889,2025-06-12 19:48:16.965216,Pina,Furto,Arrombamento,Nenhum,3,0,Não Informado,39,Delegacia Casa Forte,Concluído,-8.099851982407072,-34.87635205008619
OCR102890,2025-08-14 19:48:16.965218,Espinheiro,Homicídio,Estelionato Bancário,Objeto Contundente,0,0,Não Informado,27,Delegacia Santo Amaro,Concluído,-8.081325802516172,-34.937519080700476
OCR102891,2025-02-01 19:48:16.965220,Casa Forte,Homicídio,Estupro Coletivo,Arma de Fogo,0,3,Feminino,29,Delegacia Boa Viagem,Concluído,-8.073976995572126,-34.91800373445865
OCR102892,2024-04-14 19:48:16.965224,Graças,Latrocínio,Golpe Telefônico,Nenhum,1,0,Não Informado,50,Delegacia Santo Amaro,Concluído,-8.058911175298862,-34.861809913290244
OCR102893,2024-01-13 19:48:16.965227,Afogados,Sequestro,Emboscada,Objeto Contundente,3,1,Não Informado,66,Delegacia Pina,Em Investigação,-8.127442627663301,-34.8690324138414
OCR102894,2025-05-01 19:48:16.965230,Afogados,Violência Doméstica,Fraude Online,Faca,4,4,Não Informado,65,Delegacia Torre,Concluído,-8.056185331103807,-34.85198746986842
OCR102895,2024-11-07 19:48:16.965234,Imbiribeira,Latrocínio,Assalto a Mão Armada,Faca,1,3,Masculino,43,Delegacia Pina,Concluído,-8.094472856424556,-34.876766426374196
OCR102896,2023-12-10 19:48:16.965237,Imbiribeira,Ameaça,Golpe Telefônico,Faca,4,0,Feminino,52,Delegacia Santo Amaro,Em Investigação,-8.081595876493122,-34.910268369676736
OCR102897,2023-01-24 19:48:16.965243,Imbiribeira,Estelionato,Crime Cibernético,Arma de Fogo,4,4,Feminino,56,Delegacia Santo Amaro,Em Investigação,-8.11579745144967,-34.857662813648254
OCR102898,2025-07-22 19:48:16.965246,Afogados,Homicídio,Invasão Residencial,Explosivos,3,4,Feminino,23,Delegacia Santo Amaro,Arquivado,-8.061467519189465,-34.87265564075376
OCR102899,2023-05-13 19:48:16.965250,Tamarineira,Estelionato,Emboscada,Objeto Contundente,1,1,Masculino,68,Delegacia Torre,Arquivado,-8.089173168741247,-34.8855174991222
OCR102900,2025-07-25 19:48:16.965254,Tamarineira,Tráfico de Drogas,Fraude Online,Arma de Fogo,3,1,Feminino,37,Delegacia Afogados,Arquivado,-8.115165625803572,-34.92398235674836
OCR102901,2025-07-15 19:48:16.965257,Graças,Ameaça,Uso de Arma de Fogo,Faca,3,0,Não Informado,14,Delegacia Casa Forte,Em Investigação,-8.14158529977493,-34.857480407648204
OCR102902,2024-02-15 19:48:16.965260,Imbiribeira,Furto,Emboscada,Explosivos,2,2,Feminino,69,Delegacia Boa Viagem,Arquivado,-8.051199234563917,-34.87937781767322
OCR102903,2025-06-10 19:48:16.965263,Casa Forte,Estelionato,Estelionato Bancário,Faca,0,1,Não Informado,32,Delegacia Torre,Arquivado,-8.061157980510702,-34.92065830864186
OCR102904,2024-12-21 19:48:16.965266,Afogados,Tráfico de Drogas,Estupro Coletivo,Objeto Contundente,2,3,Feminino,29,Delegacia Santo Amaro,Concluído,-8.138073154952083,-34.88426886718166
OCR102905,2024-06-15 19:48:16.965269,Pina,Homicídio,Fraude Online,Nenhum,2,3,Não Informado,47,Delegacia Pina,Em Investigação,-8.06013308078891,-34.86961773714297
OCR102906,2022-08-31 19:48:16.965273,Santo Amaro,Furto,Emboscada,Explosivos,0,1,Masculino,21,Delegacia Torre,Em Investigação,-8.08594673210459,-34.91089864812112
OCR102907,2025-01-03 19:48:16.965276,Casa Forte,Violência Doméstica,Assalto a Mão Armada,Faca,3,1,Não Informado,44,Delegacia Boa Viagem,Arquivado,-8.097955932563707,-34.94422299962061
OCR102908,2024-04-13 19:48:16.965283,Espinheiro,Homicídio,Uso de Arma de Fogo,Explosivos,4,4,Não Informado,30,Delegacia Torre,Em Investigação,-8.055861088553167,-34.90228477913831
OCR102909,2024-12-22 19:48:16.965286,Afogados,Furto,Arrombamento,Explosivos,1,4,Masculino,27,Delegacia Torre,Em Investigação,-8.137826417481655,-34.92264071289457
OCR102910,2024-07-14 19:48:16.965288,Casa Forte,Ameaça,Uso de Arma de Fogo,Explosivos,3,1,Masculino,51,Delegacia Afogados,Arquivado,-8.129515128633377,-34.8546254334003
OCR102911,2023-03-14 19:48:16.965291,Imbiribeira,Homicídio,Estupro Coletivo,Nenhum,1,1,Masculino,20,Delegacia Casa Forte,Concluído,-8.12116960461854,-34.859306328942736
OCR102912,2023-07-06 19:48:16.965294,Afogados,Violência Doméstica,Emboscada,Explosivos,3,0,Masculino,59,Delegacia Santo Amaro,Concluído,-8.11352903988591,-34.85582056281404
OCR102913,2023-01-19 19:48:16.965298,Casa Forte,Estelionato,Crime Cibernético,Faca,2,4,Masculino,55,Delegacia Pina,Arquivado,-8.081641690807942,-34.866140578859756
OCR102914,2025-04-13 19:48:16.965301,Pina,Tráfico de Drogas,Estelionato Bancário,Objeto Contundente,3,3,Não Informado,41,Delegacia Boa Viagem,Concluído,-8.142072225595447,-34.914347828085
OCR102915,2025-08-19 19:48:16.965304,Tamarineira,Ameaça,Crime Cibernético,Nenhum,1,0,Feminino,18,Delegacia Torre,Arquivado,-8.084361194201426,-34.94948971092538
OCR102916,2024-04-25 19:48:16.965314,Pina,Latrocínio,Invasão Residencial,Faca,1,3,Feminino,31,Delegacia Pina,Em Investigação,-8.108366614330606,-34.85180212474879
OCR102917,2023-06-28 19:48:16.965316,Afogados,Estelionato,Arrombamento,Faca,0,1,Feminino,69,Delegacia Casa Forte,Em Investigação,-8.093513140582653,-34.94545357485748
OCR102918,2022-11-14 19:48:16.965318,Imbiribeira,Furto,Estupro Coletivo,Faca,0,3,Não Informado,35,Delegacia Afogados,Arquivado,-8.083131394014725,-34.895877546146394
OCR102919,2025-06-19 19:48:16.965320,Santo Amaro,Ameaça,Estelionato Bancário,Arma de Fogo,1,3,Não Informado,52,Delegacia Casa Forte,Concluído,-8.14674303165258,-34.86929315786524
OCR102920,2023-03-25 19:48:16.965322,Pina,Furto,Invasão Residencial,Objeto Contundente,3,0,Feminino,30,Delegacia Pina,Arquivado,-8.068923954264255,-34.94407990176693
OCR102921,2022-09-13 19:48:16.965325,Tamarineira,Furto,Invasão Residencial,Explosivos,1,4,Masculino,56,Delegacia Boa Viagem,Arquivado,-8.092228786445013,-34.88784204346628
OCR102922,2024-02-09 19:48:16.965328,Espinheiro,Furto,Assalto a Mão Armada,Arma de Fogo,3,2,Não Informado,22,Delegacia Afogados,Concluído,-8.122402464153662,-34.928940634437346
OCR102923,2024-01-04 19:48:16.965331,Torre,Estelionato,Crime Cibernético,Explosivos,0,0,Masculino,60,Delegacia Pina,Arquivado,-8.12206382755605,-34.889871474234134
OCR102924,2025-05-08 19:48:16.965334,Imbiribeira,Homicídio,Crime Cibernético,Faca,1,1,Masculino,45,Delegacia Pina,Concluído,-8.068890715056238,-34.92018823161538
OCR102925,2023-01-12 19:48:16.965337,Graças,Furto,Invasão Residencial,Faca,0,4,Não Informado,50,Delegacia Santo Amaro,Em Investigação,-8.12977549320864,-34.89715928947642
OCR102926,2023-08-02 19:48:16.965340,Torre,Estupro,Fraude Online,Nenhum,1,4,Feminino,58,Delegacia Casa Forte,Em Investigação,-8.088442343185578,-34.883731471224394
OCR102927,2025-04-20 19:48:16.965343,Graças,Latrocínio,Emboscada,Nenhum,2,4,Feminino,65,Delegacia Afogados,Em Investigação,-8.120988631339833,-34.87854941988811
OCR102928,2024-10-31 19:48:16.965347,Casa Forte,Violência Doméstica,Crime Cibernético,Objeto Contundente,0,3,Feminino,55,Delegacia Pina,Arquivado,-8.093546249868595,-34.91105713784832
OCR102929,2023-06-21 19:48:16.965350,Graças,Estupro,Uso de Arma de Fogo,Explosivos,1,3,Não Informado,57,Delegacia Casa Forte,Arquivado,-8.10487413478628,-34.85953510333952
OCR102930,2022-10-07 19:48:16.965354,Imbiribeira,Homicídio,Assalto a Mão Armada,Nenhum,3,3,Feminino,48,Delegacia Casa Forte,Concluído,-8.06913116210461,-34.893116850677615
OCR102931,2023-09-29 19:48:16.965357,Afogados,Ameaça,Invasão Residencial,Faca,3,2,Masculino,14,Delegacia Casa Forte,Em Investigação,-8.095969286512355,-34.86362147970982
OCR102932,2025-07-31 19:48:16.965361,Santo Amaro,Furto,Fraude Online,Arma de Fogo,3,4,Masculino,16,Delegacia Afogados,Em Investigação,-8.107445845068785,-34.869455754823285
OCR102933,2023-03-19 19:48:16.965365,Santo Amaro,Furto,Estupro Coletivo,Arma de Fogo,4,0,Masculino,14,Delegacia Afogados,Em Investigação,-8.074021373065435,-34.907603776804585
OCR102934,2024-07-01 19:48:16.965368,Afogados,Homicídio,Fraude Online,Faca,1,3,Não Informado,31,Delegacia Torre,Arquivado,-8.143162012285615,-34.908063890276374
OCR102935,2022-11-05 19:48:16.965372,Casa Forte,Furto,Crime Cibernético,Explosivos,4,4,Não Informado,32,Delegacia Pina,Concluído,-8.081628664257478,-34.908255497664655
OCR102936,2023-09-06 19:48:16.965375,Imbiribeira,Homicídio,Emboscada,Objeto Contundente,4,2,Feminino,45,Delegacia Torre,Arquivado,-8.128238613138453,-34.85804638643995
OCR102937,2024-02-06 19:48:16.965378,Afogados,Ameaça,Estelionato Bancário,Faca,1,1,Masculino,17,Delegacia Santo Amaro,Arquivado,-8.062369150166806,-34.93213874545619
OCR102938,2025-04-26 19:48:16.965381,Afogados,Homicídio,Invasão Residencial,Objeto Contundente,4,2,Não Informado,59,Delegacia Afogados,Concluído,-8.111170581474733,-34.85779185100387
OCR102939,2022-09-22 19:48:16.965384,Santo Amaro,Sequestro,Fraude Online,Faca,1,2,Masculino,33,Delegacia Afogados,Concluído,-8.118205886934058,-34.85452010497817
OCR102940,2025-04-12 19:48:16.965387,Graças,Estupro,Golpe Telefônico,Nenhum,0,0,Feminino,58,Delegacia Torre,Em Investigação,-8.126869667590185,-34.90590190866876
OCR102941,2023-11-12 19:48:16.965390,Boa Viagem,Ameaça,Invasão Residencial,Faca,2,2,Feminino,56,Delegacia Afogados,Em Investigação,-8.068534303079568,-34.86886229285571
OCR102942,2024-06-02 19:48:16.965393,Boa Viagem,Homicídio,Estelionato Bancário,Arma de Fogo,2,4,Feminino,59,Delegacia Casa Forte,Em Investigação,-8.135890581841302,-34.90975885837145
OCR102943,2025-04-14 19:48:16.965396,Casa Forte,Violência Doméstica,Estupro Coletivo,Faca,3,0,Não Informado,53,Delegacia Casa Forte,Concluído,-8.069990495932556,-34.862139946264016
OCR102944,2022-09-06 19:48:16.965400,Santo Amaro,Tráfico de Drogas,Assalto a Mão Armada,Nenhum,3,1,Masculino,53,Delegacia Afogados,Em Investigação,-8.12005476496964,-34.93776499084256
OCR102945,2022-10-05 19:48:16.965403,Casa Forte,Tráfico de Drogas,Emboscada,Explosivos,1,1,Não Informado,48,Delegacia Afogados,Em Investigação,-8.116855551467225,-34.88786678101569
OCR102946,2024-03-27 19:48:16.965406,Casa Forte,Sequestro,Uso de Arma de Fogo,Nenhum,2,1,Não Informado,33,Delegacia Boa Viagem,Concluído,-8.126270754758805,-34.881827151318554
OCR102947,2024-02-29 19:48:16.965409,Casa Forte,Latrocínio,Fraude Online,Objeto Contundente,1,4,Não Informado,61,Delegacia Torre,Concluído,-8.11328521673529,-34.86435218254356
OCR102948,2023-06-27 19:48:16.965412,Casa Forte,Estelionato,Assalto a Mão Armada,Faca,4,3,Feminino,67,Delegacia Casa Forte,Concluído,-8.109758710078854,-34.89784148167448
OCR102949,2022-09-28 19:48:16.965415,Santo Amaro,Furto,Fraude Online,Nenhum,4,2,Não Informado,39,Delegacia Santo Amaro,Concluído,-8.06433259911815,-34.91154911073542
OCR102950,2023-11-06 19:48:16.965419,Afogados,Sequestro,Fraude Online,Nenhum,1,4,Não Informado,31,Delegacia Torre,Em Investigação,-8.1349424311614,-34.85299705817247
OCR102951,2025-03-09 19:48:16.965422,Graças,Estupro,Emboscada,Nenhum,2,1,Não Informado,30,Delegacia Boa Viagem,Arquivado,-8.088634091448757,-34.89667219150829
OCR102952,2024-02-22 19:48:16.965425,Pina,Homicídio,Invasão Residencial,Objeto Contundente,3,3,Não Informado,24,Delegacia Torre,Arquivado,-8.072646818642161,-34.89507334256387
OCR102953,2025-07-30 19:48:16.965428,Torre,Furto,Crime Cibernético,Nenhum,3,2,Masculino,46,Delegacia Santo Amaro,Arquivado,-8.065183588805839,-34.8782422814442
OCR102954,2023-11-13 19:48:16.965431,Espinheiro,Ameaça,Arrombamento,Explosivos,3,1,Feminino,44,Delegacia Boa Viagem,Em Investigação,-8.108554362808569,-34.94837242180721
OCR102955,2024-01-08 19:48:16.965434,Torre,Homicídio,Emboscada,Explosivos,0,2,Não Informado,15,Delegacia Afogados,Concluído,-8.080565660613328,-34.875793966729645
OCR102956,2025-05-07 19:48:16.965437,Espinheiro,Estelionato,Uso de Arma de Fogo,Nenhum,2,3,Masculino,61,Delegacia Torre,Concluído,-8.109900118858537,-34.86950381297223
